;identifier;titulo;descripcion;autor;fecha_publicacion;idioma;descargas;tamano;temas;formato;url;topics;data;num_favoritos;num_revisions;m4b_links
23;narraciones_inquietantes_2108_librivox;Narraciones inquietantes;LibriVox recording of Narraciones inquietantes by Various. Read in Spanish by Epachuko Recopilación de cinco relatos de cinco maestros: Charles Dickens, Edgar. A. Poe, Alexandre Dumas, Pedro A. de Alarcón y Alexander Pushkin. Todos ellos con el objetivo de favorecer el escalofrío y convencernos de que evitemos ir a comprobar la procedencia de esos ruidos extraños en mitad de la noche... (Introducción por Epachuko) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (76MB);['Various'];2021-08-10T00:00:00Z;['spa'];216002;461207346;['librivox', 'audiobooks', 'cuentos', 'terror', 'crimen', 'misterio', 'sobrenatural'];audio;https://archive.org/details/narraciones_inquietantes_2108_librivox;librivox, audiobooks, cuentos, terror, crimen, misterio, sobrenatural;2021-08-10;10;216002;[{'url': 'https://archive.org/download/narraciones_inquietantes_2108_librivox/NarracionesInquietantes_librivox.m4b', 'text': 'M4B Audiobook (76MB)'}]
24;ssf_076_2103_librivox;Short Science Fiction Collection 076;"LibriVox recording of Short Science Fiction Collection 076 by Various. Read in English by Joanna Schreck; Jack Murray; Ralph Martin; Sarah Angelici; James Jenkins; Amy Gramour; P.J. Vander Kooij; Andrew Gaunce; Shobha Anand; Rapunzelina; Colleen McMahon; Mike Manolakes; Benjamin Fuentes; dfrakk; Sam Bartle Science fiction is a genre encompassing imaginative works that take place in this world or that of the author’s creation where anything is possible. The only rules are those set forth by the author. The speculative nature of the genre inspires thought and plants seeds that have led to advances in science. The genre can spark an interest in the sciences and is cited as the impetus for the career choice of many scientists. It is a playing field to explore social perspectives, predictions of the future, and engage in adventures unbound into the richness of the human mind. ( A. Gramour) For further information, including links to online text, reader information, RSS feeds, CD cover or...";['Various'];2021-03-11T00:00:00Z;['eng'];137479;1377460103;['librivox', 'audiobooks', 'space opera', 'Mars', 'time travel', 'space travel', 'telepathy', 'speculative fiction', 'alien worlds', 'extraterrestrials'];audio;https://archive.org/details/ssf_076_2103_librivox;librivox, audiobooks, space opera, Mars, time travel, space travel, telepathy, speculative fiction, alien worlds, extraterrestrials;2021-03-11;15;136926;[{'url': 'https://archive.org/download/ssf_076_2103_librivox/SNF076_librivox.m4b', 'text': 'M4B Audiobook (224MB)'}]
25;aliceinwonderland_2106_librivox;Alice's Adventures in Wonderland (Version 8);LibriVox recording of Alice's Adventures in Wonderland (Version 8) by Lewis Carroll. Read in English by Vin Cramer In this classic novel, a young girl named Alice chases after a white rabbit down a rabbit hole. She discovers a place that rejects traditional reason, and only follows its own mad logic. Join Alice as she meets iconic characters like The Mad Hatter while she tries to navigate this strange new world. (Summary by Vin Cramer) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (98MB);['Lewis Carroll'];2021-06-24T00:00:00Z;['eng'];150380;590957648;"['librivox', 'audiobooks', 'alice', 'wonderland', ""alice's adventures in wonderland"", 'adventures in wonderland']";audio;https://archive.org/details/aliceinwonderland_2106_librivox;librivox, audiobooks, alice, wonderland, alice's adventures in wonderland, adventures in wonderland;2021-06-24;11;150380;[{'url': 'https://archive.org/download/aliceinwonderland_2106_librivox/AliceWonderland8_librivox.m4b', 'text': 'M4B Audiobook (98MB)'}]
26;christmas_short_works_collection_2021_2112_librivox;Christmas Short Works Collection 2021;LibriVox recording of Christmas Short Works Collection 2021 by Various. Read  by Librivox Volunteers The 2021 Christmas collection has some old favourites and some new, some reflections. Shepherds with a difference from New Zealand, and hopefully everyone will find something to enjoy , Summary by Annise For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (217MB);['Various'];2021-12-19T00:00:00Z;['mul'];128257;1309151884;['librivox', 'audiobooks'];audio;https://archive.org/details/christmas_short_works_collection_2021_2112_librivox;librivox, audiobooks, ;2021-12-19;4;128257;[{'url': 'https://archive.org/download/christmas_short_works_collection_2021_2112_librivox/ChristmasShortWorksCollection2021_librivox.m4b', 'text': 'M4B Audiobook (217MB)'}]
27;spc216_2106_librivox;Short Poetry Collection 216;LibriVox recording of Short Poetry Collection 216 by Various. This is a collection of 45 poems read in English by LibriVox volunteers for May 2021. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (65MB);['Various'];2021-06-01T00:00:00Z;['eng'];71231;410538221;['librivox', 'audiobooks', 'poetry collection', 'short poetry', 'long poetry'];audio;https://archive.org/details/spc216_2106_librivox;librivox, audiobooks, poetry collection, short poetry, long poetry;2021-06-01;2;71231;[{'url': 'https://archive.org/download/spc216_2106_librivox/SPC216_librivox.m4b', 'text': 'M4B Audiobook (65MB)'}]
28;pur01_2108_librivox;The Age of the Puritans Volume 1;"LibriVox recording of The Age of the Puritans Volume 1 by Various. Read in English by InTheDesert. This volume of The Age of the Puritans begins with William Perkin's concise summary of Christian doctrine written in response to popular misconceptions of the time and Robert Rollock's scheme for logically dividing doctrine into key topics. Rollock then explains the relationship between the written Scriptures and what he terms the ""lively voice"" heard in other ages, pre-empting what would later become the Quaker-Puritan debates. B.B. Warfield gives a 'best of' John Arrowsmith's Armilla Catechetica (two of Arrowsmith's sermons to the English parliament during the First English Civil War appear at the end of this collection). William Perkins illuminates the book of 1 John by arranging it as a dialogue between the church and John with Perkins supplying the questions to which John is responding. This is followed by Stephen Charnock's and John Bunyan's dying aphorisms. William Ames (the...";['Various'];2021-08-20T00:00:00Z;['eng'];96673;1116450210;['librivox', 'audiobooks', 'bible', 'faith', 'theology', 'Revelation', 'doctrine', 'Presbyterian', 'divorce', 'puritan', 'remarriage', 'epistles of john', 'westminster divines'];audio;https://archive.org/details/pur01_2108_librivox;librivox, audiobooks, bible, faith, theology, Revelation, doctrine, Presbyterian, divorce, puritan, remarriage, epistles of john, westminster divines;2021-08-20;7;96673;[{'url': 'https://archive.org/download/pur01_2108_librivox/AgePuritans1_librivox.m4b', 'text': 'M4B Audiobook (174MB)'}]
29;aiguillecreuse_2109_librivox;L' Aiguille creuse;LibriVox recording of L' Aiguille creuse by Maurice Leblanc. Read in French by Bidou. « L'Aiguille creuse » est l'emplacement secret du Trésor des rois de France. Découvert par Arsène Lupin, un jeune étudiant Isodore Beautrelet s'emploie à le retrouver à son tour. La joute entre ces deux personnages, qui se respectent et s'apprécient, se déroule sur les terres de Normandie. Résumé par Bidou. For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (160MB);['Maurice Leblanc'];2021-09-15T00:00:00Z;['fre'];175528;958363458;['librivox', 'audiobooks', 'arsene lupin', 'roman policier francais', 'normandie france'];audio;https://archive.org/details/aiguillecreuse_2109_librivox;librivox, audiobooks, arsene lupin, roman policier francais, normandie france;2021-09-15;3;175528;[{'url': 'https://archive.org/download/aiguillecreuse_2109_librivox/AiguilleCreuse_librivox.m4b', 'text': 'M4B Audiobook (160MB)'}]
30;amorygloria_2107_librivox;Amor y Gloria (The Bride of Triermain);LibriVox recording of Amor y Gloria (The Bride of Triermain) by Sir Walter Scott. Read in Spanish by Victor Villarraza. The Bride of Triermain es un poema narrativo en tres cantos escrito por Sir Walter Scott, publicado anónimamente en 1813. Situado en Cumberland, narra la historia de un caballero que emprende el rescate de la bella Gyneth, la hija ilegítima del Rey Arturo y la Reina de las Hadas. La bella Gyneth duerme desde hace 500 años en una torre encantada al haber sido hechizada por el mago Merlín. y para despertar deber ser rescatada por un verdadero amor. (Summary by Phileas Fogg) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook (46MB);['Sir Walter Scott'];2021-07-09T00:00:00Z;['spa'];194135;280681270;['librivox', 'audiobooks', 'merlin', 'rey arturo', 'caballeros de la mesa redonda'];audio;https://archive.org/details/amorygloria_2107_librivox;librivox, audiobooks, merlin, rey arturo, caballeros de la mesa redonda;2021-07-09;1;194135;[{'url': 'https://archive.org/download/amorygloria_2107_librivox/AmoryGloria_librivox.m4b', 'text': 'M4B Audiobook (46MB)'}]
31;noncanonicalsherlockholmes_2104_librivox;Four Noncanonical Sherlock Holmes Short Stories;"LibriVox recording of Four Noncanonical Sherlock Holmes Short Stories by Sir Arthur Conan Doyle. Read in English by Peter Yearsley; Michele Eaton; David Purdy; Algy Pug; Alan Mapstone; Rob Marland; Larry Wilson; Zames Curran; Twinkle; Tomas Peter; Lauren-Emma Blake; chuckconvr; Adrian Stephens; Marvin; Lewis West; NoelVox; Brant Burgiss Although the Sherlock Holmes canon traditionally consists of four novels and 56 short stories written by Arthur Conan Doyle, there are many Sherlock Holmes stories outside the canon. Most of these noncanonical stories were written by authors other than Doyle, but there are four short stories about Holmes written by Doyle that are nonetheless excluded from the canon, for various reasons. This LibriVox album consists of these four noncanonical stories. The first story, ""The Field Bazaar"", was first published in 1896 in a special issue of a University of Edinburgh student newspaper called The Student. Doyle wrote this very brief story to support a...";['Sir Arthur Conan Doyle'];2021-04-20T00:00:00Z;['eng'];114311;258481570;['librivox', 'audiobooks', 'private investigators', 'gentleman detectives', 'deductive reasoning'];audio;https://archive.org/details/noncanonicalsherlockholmes_2104_librivox;librivox, audiobooks, private investigators, gentleman detectives, deductive reasoning;2021-04-20;19;114524;[{'url': 'https://archive.org/download/noncanonicalsherlockholmes_2104_librivox/NonCanonicalSherlockHolmes_librivox.m4b', 'text': 'M4B Audiobook (29MB)'}]
32;encyclicalspopeleoxiii_2111_librivox;Encyclical Letters of Pope Leo XIII;LibriVox recording of Encyclical Letters of Pope Leo XIII by Pope Leo XIII. Read in English by Librivox volunteers. Pope Leo XIII (1810-1903) wrote eighty-eight Encyclicals during his twenty-five year pontificate (1878-1903). Fifty-six of those are included in this collection. Among the topics covered are the Rosary, socialism, Christian marriage, labour, freemasonry, Church and state, human liberty, dueling, the Holy Eucharist, and more. (Summary by Maria Therese) For further information, including links to online text, reader information, RSS feeds, CD cover or other formats (if available), please go to the LibriVox catalog page for this recording. For more free audio books or to become a volunteer reader, visit librivox.org . M4B Audiobook 01-26 (363MB) M4B Audiobook 27-52 (335MB) M4B Audiobook 53-58 (90MB);['Pope Leo XIII'];2021-11-26T00:00:00Z;['eng'];82253;4791959200;['librivox', 'audiobooks', 'slavery', 'church', 'Catholic', 'Catholicism', 'marriage', 'education', 'pope', 'immigrants', 'labour', 'Christopher Columbus', 'clergy', 'state', 'encyclical', 'freemasonry', 'dueling', 'rosary', 'civil power', 'holy scriptures', 'sacred heart', 'christian democracy', 'the holy eucharist'];audio;https://archive.org/details/encyclicalspopeleoxiii_2111_librivox;librivox, audiobooks, slavery, church, Catholic, Catholicism, marriage, education, pope, immigrants, labour, Christopher Columbus, clergy, state, encyclical, freemasonry, dueling, rosary, civil power, holy scriptures, sacred heart, christian democracy, the holy eucharist;2021-11-26;16;82253;[{'url': 'https://archive.org/download/encyclicalspopeleoxiii_2111_librivox/EncyclicalLettersPopeLeoXIII01-26_librivox.m4b', 'text': 'M4B Audiobook 01-26 (363MB)'}, {'url': 'https://archive.org/download/encyclicalspopeleoxiii_2111_librivox/EncyclicalLettersPopeLeoXIII27-52_librivox.m4b', 'text': 'M4B Audiobook 27-52 (335MB)'}, {'url': 'https://archive.org/download/encyclicalspopeleoxiii_2111_librivox/EncyclicalLettersPopeLeoXIII53-58_librivox.m4b', 'text': 'M4B Audiobook 53-58 (90MB)'}]
